N,P,K,temperature,humidity,ph,rainfall,label
36,120,208,30.6961476,81.88562102,6.13261431,71.39587281,grapes
28,138,196,33.73785487,81.96042121,5.83628996,72.88967002,grapes
23,140,203,28.52694233,82.43779181,5.85835006,69.09458935,grapes
19,124,208,30.97621522,83.46564358,6.13634885,69.72054761,grapes
10,118,198,21.67981979,83.02389946,5.99141759,72.5301131,grapes
30,132,200,21.33360378,84.08988461,6.00072177,75.90895363,grapes
27,135,202,24.94904746,84.35341524,6.12677064,77.81795887,grapes
28,130,196,21.2840771,84.31237019,6.14018288,66.13344991,grapes
29,142,197,16.54246419,81.56921869,6.09741991,65.76857118,grapes
18,134,200,35.86139035,80.60707178,6.6062706,73.82433083,grapes
12,127,207,33.54844886,82.18307594,6.30567786,69.65375883,grapes
32,130,201,27.74574883,82.43104156,6.48398149,71.10866875,grapes
34,136,200,30.94313028,84.8909649,6.42405935,72.88666172,grapes
23,127,196,22.36575151,80.53326062,6.52678622,66.09288534,grapes
20,131,210,25.72177216,82.79930081,5.86066057,67.64669347,grapes
43,137,208,20.52277765,78.46475334,5.6673873,71.19107428,grapes
21,125,198,42.73621783,83.66867179,6.30611662,67.64060888,grapes
33,127,196,36.41061925,81.03720331,6.53371806,69.67284473,grapes
20,132,198,38.66596513,83.50341059,5.97254308,67.22057513,grapes
13,135,196,18.29278268,80.94334678,5.82387894,67.48325661,grapes
23,134,200,26.02558396,81.12022482,5.85173661,70.05076676,grapes
31,129,211,22.1174043,83.36227333,5.94647612,76.59007827,grapes
33,128,206,27.51697768,83.80038517,6.24056776,62.60591446,grapes
21,118,197,9.358409,79.84338879,6.03494365,71.60214682,grapes
30,127,202,32.87221996,82.49180632,6.23973804,63.80008221,grapes
16,128,198,18.06750808,80.62249338,6.12047298,75.08991903,grapes
29,133,196,16.23147891,82.45885597,6.12859536,69.06060207,grapes
33,145,205,26.41030499,79.93653897,5.39213045,72.63447682,grapes
22,153,193,29.47911081,80.42653257,5.95276894,70.44591515,grapes
27,131,199,35.75600338,83.53267971,6.42444018,71.11778305,grapes
22,127,209,31.60040644,80.85111613,5.68650271,67.66506018,grapes
38,143,199,27.81332315,82.60985368,6.04101373,66.11056138,grapes
28,137,187,55.57756184,83.698712,5.94064089,67.84456711,grapes
27,134,207,8.02892881,80.80317658,6.00796821,67.81039725,grapes
28,136,199,12.06960242,81.33829112,5.81316703,69.14468859,grapes
29,127,189,17.93303631,83.12118544,6.02406481,69.58949658,grapes
31,124,206,22.54929581,81.08418672,5.91191628,67.65010825,grapes
17,137,194,27.73065084,79.91394313,6.0049332,74.82997118,grapes
27,145,199,34.43108923,80.7405955,6.11170598,62.53126145,grapes
24,138,198,37.59177883,80.5160934,6.57840077,73.33911589,grapes
7,131,207,9.82390968,79.60114332,6.06623853,74.16228749,grapes
20,147,203,36.11590879,83.38087264,5.95497793,69.41665825,grapes
20,149,198,20.95278819,81.0037996,6.01231218,69.6960809,grapes
20,125,192,16.97553326,83.3560793,5.87267492,68.96194395,grapes
24,138,200,41.44376393,82.06671991,5.48895994,71.91493107,grapes
32,119,195,30.78640947,81.84624845,6.16130015,69.9591023,grapes
21,135,199,28.99520065,81.92612658,5.96561066,77.23923621,grapes
24,123,204,33.84985027,83.75503645,5.88534639,66.82172469,grapes
23,135,203,27.47516839,82.83678298,5.74409828,67.25791193,grapes
13,123,199,24.80286541,81.64237299,5.8342082,69.08674528,grapes
25,139,199,39.51563567,79.76191623,6.28481215,70.35615927,grapes
36,142,201,46.77103612,83.40526978,5.89457565,68.34295722,grapes
33,129,210,27.03990007,83.90081123,6.18925845,73.94516881,grapes
28,132,189,21.99813282,83.49933261,5.77043801,72.76283933,grapes
11,129,191,30.57364826,83.34429976,6.28251067,71.4672841,grapes
29,131,195,25.87027684,83.66601375,6.12296145,65.24292763,grapes
26,150,203,17.5504307,82.7788058,5.9141768,73.80027647,grapes
27,132,193,21.26783167,81.29796282,6.05805406,70.25659769,grapes
36,143,208,12.4685719,82.97113942,6.36549617,74.19708197,grapes
25,150,200,25.01033323,82.82535816,5.96511285,71.09807806,grapes
27,138,197,17.64220948,81.81280321,5.61749469,71.22070232,grapes
14,134,201,30.67232141,85.00184208,5.76686106,68.26468949,grapes
19,133,208,13.06032247,80.8003014,5.81165927,68.76753653,grapes
33,125,198,27.40435322,81.88689126,6.14607913,70.42548376,grapes
15,133,199,20.75585625,81.31861487,5.768487,73.56502661,grapes
15,137,203,26.42011414,81.41272519,5.94287054,69.02334053,grapes
25,134,190,30.02698,82.37247526,5.36418212,69.64987219,grapes
26,130,194,27.53623831,83.31964709,5.79945196,65.06880157,grapes
26,139,197,13.05440765,81.21649949,5.82260917,63.84613163,grapes
16,141,200,17.28821693,82.82788694,5.86845991,67.48742351,grapes
32,133,192,15.88145218,80.4188578,6.01093553,68.47497666,grapes
22,143,209,19.8550251,81.74402953,5.74894027,71.8996192,grapes
9,129,199,5.78701839,82.348056,6.1518014,75.57967784,grapes
25,128,206,19.99248418,79.15944888,5.93278305,71.44082004,grapes
24,142,206,30.60116373,83.02815895,5.68769306,74.11953125,grapes
27,127,203,15.682458,83.36973329,6.01938838,71.20163145,grapes
22,132,208,29.84505531,82.57754971,6.38900953,68.10040941,grapes
17,135,199,28.31400198,82.73182303,5.68207318,66.7306944,grapes
32,139,203,40.61831799,80.37637497,5.95308649,67.44145926,grapes
39,151,202,26.28328234,82.44225904,6.00001866,70.44898941,grapes
21,141,199,35.60449638,82.30902437,5.9734413,70.47466146,grapes
35,134,196,9.47060533,80.97401604,5.77453466,72.80685316,grapes
25,118,201,30.36264891,84.36939125,5.79936264,68.36364053,grapes
23,146,193,21.20532532,80.08803134,6.04592039,73.14469875,grapes
23,123,196,38.74586107,81.43779168,6.56777046,65.77693474,grapes
25,137,208,21.97487465,81.40954256,5.84326153,74.40935157,grapes
23,143,204,24.77576607,83.71800915,5.50532813,69.74477586,grapes
30,132,203,21.98636364,82.22016093,6.23844071,69.86409762,grapes
28,136,203,38.95016247,79.47383274,6.4541514,75.5512506,grapes
29,139,204,13.75651335,83.24840207,6.55757598,69.92011974,grapes
33,145,200,25.29751612,83.10042305,5.74723861,70.33029279,grapes
28,138,208,21.10589563,80.42962764,6.53050422,70.40956535,grapes
22,114,194,31.82414156,82.52149958,5.67774392,71.64362071,grapes
26,138,195,8.05742163,81.09835279,6.22783896,68.97398964,grapes
30,123,199,11.2152964,81.63083997,6.44453642,69.03774173,grapes
24,128,201,14.62338491,83.2612666,5.79049791,68.84089933,grapes
23,129,203,31.20076566,80.83980131,5.7570609,69.89209134,grapes
94,14,47,25.5093218,85.81050117,6.23425405,54.943614,watermelon
99,14,48,25.73772207,87.45876238,6.29463257,50.63289639,watermelon
94,10,49,24.3758964,87.27372533,6.64376839,50.75114641,watermelon
112,14,48,26.53787823,85.49864918,6.42590038,59.23260572,watermelon
108,20,53,25.95137436,86.66467175,6.28050864,59.05176941,watermelon
89,17,54,24.1877349,82.43783869,6.75822639,50.38777407,watermelon
82,10,46,26.90169395,83.1568002,6.40199791,41.92682911,watermelon
89,21,53,24.97135129,87.17749658,6.46707812,55.73568991,watermelon
98,15,49,26.33798833,79.31256483,6.20783197,53.34964038,watermelon
116,12,50,26.59015563,85.34607614,5.9758111,52.21708859,watermelon
101,19,51,25.63809769,82.71952146,6.24519885,49.47509228,watermelon
86,13,51,25.58439051,90.57453285,6.64492447,59.54583642,watermelon
89,20,47,23.96650805,81.63374166,6.42969335,45.04540446,watermelon
108,19,54,27.22920212,83.55031622,6.94596898,48.6972524,watermelon
120,15,53,26.98462532,85.6249951,6.49240608,48.77156036,watermelon
86,21,52,24.3595679,83.17659763,7.13644237,49.60258881,watermelon
91,21,51,22.91079141,86.14603762,6.4130806,57.08358821,watermelon
97,10,48,26.46505108,84.49822797,6.43378647,55.30093785,watermelon
101,19,51,24.20147575,85.90863675,6.77223613,55.70155115,watermelon
89,17,51,26.40079126,79.97314525,5.83711331,50.19074255,watermelon
87,22,51,24.89455367,85.42414172,6.45819965,53.90036975,watermelon
105,12,51,24.7303001,80.18706158,6.32083245,49.74841585,watermelon
94,11,49,25.06555251,86.80646631,6.5766562,43.47191214,watermelon
101,14,51,23.22862291,86.65944886,6.35708377,49.45147384,watermelon
97,14,49,25.11785361,81.42946098,6.54948518,47.01383496,watermelon
106,13,55,26.85616238,80.94616749,6.27395754,49.33837577,watermelon
98,13,52,24.32307989,85.72837543,6.50765472,55.62805513,watermelon
104,10,47,26.39636143,84.50163827,6.78663353,48.20322092,watermelon
107,25,53,25.51304926,87.18342563,6.7236163,50.74471396,watermelon
99,22,54,26.82429436,89.25539637,6.27287569,42.84020361,watermelon
112,26,53,24.9127211,81.91264806,6.66018835,46.03792445,watermelon
94,14,53,24.71714436,86.35831184,6.11232806,52.40124097,watermelon
95,13,48,24.34131705,87.46536827,6.86034068,48.72713088,watermelon
88,24,49,27.1755716,86.26126177,7.09127994,55.87634585,watermelon
99,22,47,26.49947167,86.50298671,6.8592709,54.8871525,watermelon
87,19,52,25.90921341,88.4378485,6.61737805,46.12382647,watermelon
113,25,51,25.55726716,80.70086204,7.01580953,55.18170944,watermelon
105,12,48,25.69332664,89.01545711,6.74254092,55.37702034,watermelon
99,16,48,25.45098798,86.66780043,6.62596515,59.93301536,watermelon
85,13,46,26.12171306,88.55013965,6.13344859,54.97829977,watermelon
89,18,46,26.01434005,82.06700782,6.25024288,51.87746024,watermelon
100,14,44,24.16283222,83.29667662,6.51764451,55.0405143,watermelon
98,11,51,25.97798096,88.69815726,6.29637114,46.66101373,watermelon
108,16,51,25.2372135,87.56972996,6.39580284,47.13526764,watermelon
103,18,51,27.71595094,78.42334429,6.56430246,48.67398196,watermelon
106,14,56,26.83557175,87.5318569,6.74954622,50.15048476,watermelon
98,14,55,24.42768029,82.17600473,6.10186166,45.2822459,watermelon
113,19,47,25.27506562,82.92272335,6.52927467,51.54961587,watermelon
98,15,52,26.40607757,87.29508844,6.7964817,59.01832904,watermelon
91,21,53,26.70357005,89.85778468,5.99719277,44.00499983,watermelon
98,13,48,28.05873142,84.24504088,6.583436,51.21268143,watermelon
97,20,52,26.01665308,86.01674607,6.52569131,39.24396498,watermelon
102,23,49,25.91200322,83.13666042,6.83308901,41.95144443,watermelon
89,21,44,24.83215794,80.31180998,6.74846582,52.00065389,watermelon
120,14,53,25.81911691,85.99333727,6.57415332,48.33461004,watermelon
99,13,50,25.46695331,87.78351571,6.09788516,45.9730534,watermelon
89,22,54,23.58957131,80.33937815,6.80085709,57.8489817,watermelon
92,23,53,27.22470936,89.32182211,6.49725499,65.54189308,watermelon
104,13,50,25.2422536,87.40015201,6.23636067,51.74843193,watermelon
103,10,52,27.67242836,81.21149881,6.60626264,46.07345152,watermelon
86,17,50,25.88003141,83.68142411,6.77604396,45.69092644,watermelon
79,16,50,24.41391688,82.3867009,6.95703616,54.3791989,watermelon
111,13,51,25.49358825,81.97529352,6.41087765,43.67882906,watermelon
98,17,48,25.88598169,82.90016399,6.33792178,49.49328635,watermelon
122,23,48,22.91816026,87.06446541,6.50938876,52.15680793,watermelon
100,10,53,24.7658991,84.11288773,7.14919507,48.46712889,watermelon
96,9,53,26.55256109,86.16402967,6.13906664,57.47147105,watermelon
113,18,50,26.09513016,89.32762153,6.80502029,50.69111904,watermelon
121,15,52,27.85568984,87.58783966,6.30654701,51.18507398,watermelon
62,13,50,24.97471532,82.00917023,6.51243939,51.71544088,watermelon
91,21,50,27.49323297,86.17075439,6.29053213,53.68184764,watermelon
93,8,49,26.78291873,88.6241845,6.78402563,51.34616445,watermelon
88,17,49,25.34489946,83.39187154,6.92170749,49.90546732,watermelon
84,17,53,25.85959645,87.04088823,6.09192529,47.14006258,watermelon
103,28,51,26.68498399,83.54450406,6.23863699,49.64568995,watermelon
88,19,51,25.5739513,82.64624729,6.45511033,45.24974587,watermelon
98,15,53,26.14611645,85.08857676,6.65010133,52.41082874,watermelon
105,19,52,26.60325654,89.27570022,6.63423677,48.41944283,watermelon
99,17,51,24.35136799,86.68765559,6.28373349,46.57098147,watermelon
103,23,54,25.7010269,86.85186197,6.61135578,48.28566147,watermelon
78,23,47,27.28072837,88.4433202,6.43166022,52.29679923,watermelon
82,15,50,25.82926358,80.74068686,6.6982023,45.84807238,watermelon
114,17,48,24.49829794,84.67660259,6.73151614,56.94879608,watermelon
119,20,50,27.22200176,81.09319789,6.45885715,59.99836896,watermelon
98,11,50,25.49559395,90.06770499,6.67798271,61.81308779,watermelon
87,9,56,25.14839113,85.51945859,6.4721131,48.74252188,watermelon
104,13,51,26.07228718,85.14115884,6.644073,45.68524492,watermelon
98,10,47,25.62470507,80.21043543,7.0401518,55.2446064,watermelon
91,16,48,25.87499515,88.85825405,6.03823681,43.26112009,watermelon
105,3,49,26.23679672,84.81000934,6.87658933,56.10902504,watermelon
94,14,52,24.66402706,82.33949359,6.81234681,50.54278576,watermelon
87,21,52,24.712897,87.73792198,7.11646788,56.73331635,watermelon
85,18,50,24.84729133,87.46149762,6.18661989,46.5508263,watermelon
105,19,51,24.42150166,86.16482992,6.66531961,53.44467265,watermelon
101,6,49,23.75159907,91.12461635,6.56374737,50.62914642,watermelon
98,0,46,26.01884928,88.6018524,6.71865108,49.62142467,watermelon
91,15,52,25.46602043,84.9751097,6.51764444,38.43837254,watermelon
91,27,55,26.09587744,80.31255079,6.59204148,51.9184855,watermelon
96,19,51,27.84288356,87.61770604,6.75043089,50.18990507,watermelon
90,19,44,23.73386883,84.18861478,6.64746328,52.68891853,watermelon
103,20,54,28.57527184,93.36731884,6.03667658,23.78012687,muskmelon
111,22,53,29.19969383,92.61439562,6.73945673,22.03295361,muskmelon
100,34,47,28.94494214,93.29120261,6.93283856,25.96520059,muskmelon
118,18,54,28.3906425,90.1437325,7.71868377,24.39326564,muskmelon
92,28,50,27.66244302,91.5479581,6.93641184,18.07230934,muskmelon
111,28,46,29.07665088,92.36147545,6.45158224,24.04389992,muskmelon
103,13,53,28.93005514,93.14352742,6.08059039,21.50679701,muskmelon
95,27,46,28.81739888,91.8143788,5.41238266,25.97462393,muskmelon
95,25,46,28.04039274,92.86644701,5.78402632,29.32604148,muskmelon
88,10,54,27.76514493,92.35408388,6.2988979,23.52640317,muskmelon
120,21,49,29.48165563,90.4128062,7.08783918,27.88546731,muskmelon
116,12,47,28.73653808,92.7175305,6.04845971,26.01125386,muskmelon
123,22,47,27.26097722,91.70237058,6.75474956,25.3343576,muskmelon
100,11,49,28.50619198,91.09482195,6.15618792,21.7676405,muskmelon
123,21,51,29.24033727,92.46658882,6.42509967,23.91202258,muskmelon
69,29,46,28.99511218,92.42741617,6.96185843,23.01390958,muskmelon
97,29,49,28.93039127,91.78692849,5.58836591,23.38586098,muskmelon
97,7,52,28.49085723,93.39168377,6.41436652,23.86359933,muskmelon
113,19,55,27.6751039,94.49043987,6.16974874,30.01141769,muskmelon
106,11,51,29.83536258,92.38651794,6.22010421,25.62423333,muskmelon
91,26,48,28.91903895,91.88789535,6.68149658,22.18353904,muskmelon
111,19,50,28.68516294,91.4897847,6.61352777,24.95047346,muskmelon
77,20,53,27.50439995,93.43508002,6.04056,22.97259567,muskmelon
109,14,55,28.3888506,91.7561518,7.07381275,22.1082994,muskmelon
96,18,50,26.97933259,92.26302332,6.37885356,24.93660137,muskmelon
107,5,56,28.77438014,94.18445589,5.96532747,20.64706385,muskmelon
85,9,49,28.93065899,93.98775924,6.88962965,28.29965276,muskmelon
88,22,52,29.31334743,92.79522305,7.16915982,23.85237161,muskmelon
114,7,53,28.44196799,91.40009088,6.27459124,27.11031236,muskmelon
132,20,52,27.43896473,90.77269834,6.79791102,23.15294403,muskmelon
106,12,49,29.97183477,93.35170911,5.74280218,22.90209107,muskmelon
116,24,52,28.46084005,93.22956974,6.37367738,26.03390404,muskmelon
88,25,45,26.90719857,91.83170489,6.45121986,20.8201435,muskmelon
82,20,56,27.49006422,92.14337665,5.78245188,21.8441322,muskmelon
107,12,53,29.20677867,92.00729441,6.32158563,22.05265359,muskmelon
90,21,59,27.92998757,94.92280331,6.64531774,21.7511231,muskmelon
104,28,47,29.14463033,91.9271024,6.15047733,27.2165225,muskmelon
106,17,57,29.52206249,93.76927677,5.81002304,20.34782223,muskmelon
95,20,48,28.20705392,90.95706366,6.02066714,23.27711301,muskmelon
116,18,49,28.06485893,92.86940986,4.92345229,21.52741998,muskmelon
92,9,52,30.14502522,92.5459631,7.01672408,31.77584114,muskmelon
104,15,50,28.71244743,90.39145807,6.17920335,20.30037574,muskmelon
84,16,52,29.49210432,92.47284478,7.02923578,24.77926916,muskmelon
105,9,51,26.9646937,91.28033292,6.1832006,27.60517431,muskmelon
130,16,51,26.83895974,91.14702071,6.62986035,23.01030677,muskmelon
119,11,50,28.65602047,92.65735998,6.99201527,22.78777421,muskmelon
97,18,50,29.09771799,90.54582673,6.30901286,29.98430853,muskmelon
96,17,49,30.67138306,93.82434279,6.91640587,21.2240197,muskmelon
104,10,49,27.47453742,92.86866802,5.94597229,24.87541111,muskmelon
98,12,52,28.23236367,91.91916899,6.02752553,29.17394313,muskmelon
88,27,57,28.44920832,90.59524346,6.76902205,21.05677053,muskmelon
100,18,43,29.44778366,91.31448011,6.96198428,24.46282441,muskmelon
116,14,52,27.86990329,91.4961412,6.44850029,20.19780327,muskmelon
117,20,48,28.44164064,91.65195196,6.64398643,24.17946644,muskmelon
106,27,47,29.63345173,92.93578006,6.30888398,22.87006994,muskmelon
105,19,51,29.44640032,91.55407784,6.44377532,23.11931546,muskmelon
109,25,55,29.96477777,92.88116051,5.75889522,23.97491443,muskmelon
90,11,45,28.98557703,91.93675519,5.98711129,18.37168463,muskmelon
86,17,53,28.54026759,92.06842354,6.23716552,21.33100857,muskmelon
91,15,49,31.01142402,93.02020204,6.48394114,28.09795283,muskmelon
94,23,46,28.07264523,90.15632401,5.88518028,24.9515324,muskmelon
108,10,55,29.63998526,90.80107365,6.00549076,25.26374629,muskmelon
84,30,53,28.88014763,92.64663346,5.80547662,18.58687167,muskmelon
118,17,49,28.64045049,89.58809217,6.54021595,26.16131395,muskmelon
116,23,51,29.26936972,90.84501166,6.35955281,27.88435233,muskmelon
111,11,48,26.31676452,93.02291268,6.57516911,24.93058363,muskmelon
112,8,50,29.21154368,91.07591683,6.30358361,25.39965635,muskmelon
88,20,54,27.83990693,91.27236786,6.01792572,18.96401534,muskmelon
85,8,52,28.3927935,91.77705516,6.67981812,24.41013491,muskmelon
95,16,50,28.89896426,91.67345981,6.066254,27.73344045,muskmelon
101,26,53,29.55573834,90.65806943,5.80994003,24.65325277,muskmelon
94,23,49,27.88914297,91.08680356,6.14435243,26.62525065,muskmelon
95,14,54,28.52504932,91.87405171,6.07767364,22.77616854,muskmelon
111,1,55,29.55467776,91.37194674,6.17460786,25.51316085,muskmelon
107,21,44,28.14912802,91.54517004,6.31928267,26.31238183,muskmelon
110,21,52,28.47571906,91.60046806,5.86730033,20.6052214,muskmelon
110,11,51,28.44457426,91.23919011,6.25332391,19.28495097,muskmelon
91,6,54,30.3728657,90.32640602,5.99211378,24.20944074,muskmelon
95,7,49,27.92726242,92.94357936,6.37036996,24.3675097,muskmelon
97,15,52,29.22301998,91.44658547,6.37503787,24.82859786,muskmelon
102,21,42,28.68828637,92.60421035,6.6736188,20.41241664,muskmelon
103,24,50,27.37460383,92.67604312,7.11743881,27.86635054,muskmelon
127,15,48,29.34520471,92.92430427,6.72497346,21.6916336,muskmelon
97,12,53,27.83387303,93.1420111,6.93427179,22.66217715,muskmelon
99,21,50,29.45165657,91.62270191,6.17035464,20.64804299,muskmelon
109,14,47,27.65181622,92.6494808,6.35936846,22.11838676,muskmelon
107,23,51,27.62752996,91.33898666,6.71028543,26.16021952,muskmelon
99,16,48,27.70697185,92.54395627,6.04356556,26.4418016,muskmelon
81,27,57,29.44728829,92.80588076,6.6943793,23.02969997,muskmelon
97,16,47,26.06023208,90.97348746,6.53044326,25.4584304,muskmelon
105,25,49,29.56753425,94.0346759,6.42687128,25.49792003,muskmelon
110,20,50,29.33329636,93.11185609,6.12290278,23.99460262,muskmelon
103,12,49,27.59544907,92.58907659,6.51961906,22.70628625,muskmelon
112,24,54,28.792445,93.2379467,7.21208998,20.63384291,muskmelon
103,10,45,28.45812668,92.01711203,5.46510845,21.85889648,muskmelon
97,18,50,29.11069112,94.21190925,5.54343957,22.478761,muskmelon
79,13,57,27.08580219,92.49680657,5.14274539,19.94631845,muskmelon
82,17,52,28.29932631,92.11599268,6.41906341,21.87961557,muskmelon
91,14,52,29.87690815,90.1883281,7.22003062,27.49247903,muskmelon
128,17,51,28.46926721,91.17222598,6.24646895,24.27356608,muskmelon
19,146,195,21.12636825,92.83330805,5.81119497,102.22649043,apple
24,129,204,22.98261361,94.02591167,5.87108582,96.95455644,apple
17,138,190,22.43509389,92.60149307,6.04961289,107.60643854,apple
31,148,197,21.40758613,91.78957881,5.93232109,127.59414152,apple
39,134,196,24.53453409,90.38354983,6.53717365,126.44135365,apple
28,133,194,23.88565871,92.77235416,5.92530122,120.11266184,apple
11,143,204,20.99352331,93.07324345,6.17824441,105.76928493,apple
24,132,195,21.41049276,92.937205,6.13391914,118.56769028,apple
8,131,205,22.18689725,92.21086292,6.07361779,110.50308174,apple
0,126,198,25.41564193,91.53037404,6.22347129,116.78372028,apple
26,137,204,24.1157157,90.62152045,5.73750549,109.81296732,apple
0,147,202,24.33465127,90.23804828,5.47385195,130.86377685,apple
29,140,191,24.41868484,88.26938658,6.31032469,106.65890032,apple
5,108,198,22.5159741,91.43364774,5.72206831,121.72434169,apple
17,138,203,23.88968102,89.43141086,5.94494054,102.34631713,apple
42,142,201,24.82557489,92.36108044,5.85624183,106.24659564,apple
21,136,194,22.08821326,91.90870724,6.15316533,115.31303292,apple
21,136,203,23.38798558,91.44464546,5.84666853,133.46988882,apple
21,143,196,22.25778327,92.13656855,6.1447664,111.21042757,apple
15,118,199,21.93559397,92.74449797,6.2417091,91.2517114,apple
0,141,210,24.7956512,91.70753972,5.67219725,121.37624226,apple
10,114,198,21.90667484,92.62879538,5.89923992,110.7257135,apple
30,136,194,23.89471284,93.8858483,6.35441666,128.42749002,apple
22,119,199,23.64533205,90.46112745,6.04970737,117.31627001,apple
38,115,202,23.48741101,91.64715615,5.32079708,112.39003889,apple
18,139,198,24.06721528,93.48902725,5.50832239,99.04808156,apple
20,133,206,24.83475624,91.28162322,5.66080225,116.88846155,apple
20,139,209,22.61110458,89.00040628,5.93936883,115.99317623,apple
25,136,195,22.95562764,91.78422285,5.81264984,105.06689287,apple
18,136,207,23.49041404,92.39030147,6.19155885,111.41986263,apple
12,120,197,21.4590607,92.50705453,5.77437664,122.84689192,apple
0,130,205,26.00977013,91.64176425,5.62586524,107.86507826,apple
13,131,195,22.292855,92.965454,5.93090371,95.46513041,apple
20,132,193,24.40539617,92.99349509,5.77578492,114.91861921,apple
0,144,198,23.87535575,93.61467826,5.67570893,103.69185805,apple
23,147,207,23.33412221,96.16417949,5.92577305,123.98028497,apple
12,136,195,23.88697635,93.29281646,5.94610937,129.63531987,apple
20,121,203,24.02212827,91.9881234,5.19082738,110.47007236,apple
12,150,202,23.93430241,92.74200458,6.04850922,125.6402491,apple
44,143,207,21.80083578,90.79087111,5.78289256,126.23118802,apple
33,120,195,22.2686261,92.32830731,5.76207531,128.23998101,apple
30,128,196,24.95813693,91.20318084,6.28677439,115.79244729,apple
14,142,206,23.5549436,89.5748436,6.22613372,126.03578204,apple
43,138,198,22.50892979,91.62473414,5.84678279,126.47108971,apple
32,145,196,23.03650777,90.85152848,6.07182902,116.29450909,apple
21,122,210,23.48940455,92.25671227,5.64960865,113.16216223,apple
15,125,201,22.50718261,91.37254,5.65943576,102.88591275,apple
16,145,201,21.01747969,90.47086355,5.79741538,117.42036938,apple
11,146,199,23.77356677,91.08065634,6.02723348,104.98732065,apple
25,133,199,23.52107041,92.99112553,5.95169943,101.77330595,apple
30,141,198,23.94964748,92.20761463,6.08032747,91.11250905,apple
29,148,198,22.33633183,90.97200226,6.02564035,107.7423689,apple
16,122,192,23.25526271,92.80851732,6.58751207,112.16906424,apple
29,145,202,24.04312045,91.33415594,5.90871292,126.47847041,apple
34,141,200,24.09238857,92.51268944,6.25773605,102.71630526,apple
26,127,197,22.4471219,91.56162943,5.84543753,121.52814132,apple
40,142,198,20.65202206,90.15635536,6.19095661,111.98252081,apple
10,135,204,22.5972941,94.20082311,5.61639925,98.45944399,apple
34,141,195,23.27609096,92.74530737,5.85753503,114.64752104,apple
20,122,196,22.19714515,92.86213897,6.28348433,120.3657342,apple
20,140,196,23.96397659,89.97860547,6.09196529,112.09101003,apple
32,136,201,21.83037953,92.75225833,5.70233612,106.41446972,apple
22,135,195,23.10653836,89.36712745,6.17268708,101.97250808,apple
18,141,196,22.60030805,91.54688309,5.83848124,93.65821426,apple
28,138,202,24.82104999,92.13731099,5.69659702,119.38797486,apple
33,126,195,24.90605587,89.70466034,5.99198504,131.51483848,apple
24,136,212,23.28095807,92.94521798,6.34948895,118.40501312,apple
23,146,199,24.84300163,92.24550717,5.98304754,114.16618502,apple
35,134,201,21.43478353,91.20598719,6.11020594,122.07211735,apple
20,134,202,21.96884,89.04985391,6.05138183,118.26430273,apple
20,135,203,21.46731763,91.53193278,6.26043107,111.95914547,apple
21,135,197,22.57185177,91.4671632,5.90301069,109.89243769,apple
15,139,207,22.37193129,91.92875419,6.51860753,115.28976155,apple
22,127,202,23.04476342,90.12798649,5.85223857,119.20562702,apple
24,148,201,24.06496325,92.04347578,5.69225904,106.16763331,apple
6,125,205,22.72226494,91.55381871,5.9492802,120.25871067,apple
22,134,196,24.10705091,91.27653282,6.03876617,92.39664754,apple
33,132,208,23.8466873,92.06200243,6.07898689,111.63267584,apple
36,131,202,22.84115575,89.40411181,6.52169306,103.57246386,apple
3,135,199,20.51959397,91.21533515,6.140523,102.36454115,apple
35,127,202,21.92080889,91.75855715,6.13401801,88.9547321,apple
28,137,198,24.07256174,91.10858358,6.35713619,126.21292531,apple
37,129,205,24.15955311,92.90498207,5.79240922,109.58921744,apple
20,149,197,23.21723179,91.34989711,6.62234592,114.79705311,apple
8,136,192,22.90591698,93.64341806,6.16426616,100.6604995,apple
2,140,201,24.48222097,90.20281285,6.03554844,113.06761061,apple
7,120,205,22.05647496,91.43078627,5.81637011,106.66487678,apple
15,117,202,23.76738477,91.16114148,6.35976188,104.49307812,apple
47,136,197,22.41649306,92.0924109,5.38760322,108.25010163,apple
22,147,205,23.93011547,91.67430036,6.32973631,104.04076874,apple
1,124,199,22.62923611,90.99929992,6.04010332,107.71409542,apple
41,143,202,22.35847156,91.56962191,6.31710638,90.18513233,apple
14,137,203,23.39893893,92.10888849,6.08666138,101.23934911,apple
14,131,192,21.47641688,92.93165451,5.58145796,102.25087435,apple
4,136,196,22.25856221,94.80427199,6.03728142,110.82461511,apple
2,132,192,21.94374834,93.94650029,6.31333736,124.513223,apple
41,130,200,23.0836446,93.65843068,5.71426003,124.68260834,apple
8,128,207,23.47233949,93.33537387,6.02213814,110.18268516,apple
35,136,201,23.88389558,93.00305993,6.08810234,111.11414946,apple
28,136,197,24.258099,93.06678169,5.86963502,124.03593777,apple
18,15,8,11.22788731,93.71219827,6.35517762,117.45908413,orange
18,9,12,27.48809064,94.29160574,6.8098665,109.85095269,orange
23,10,8,24.03026318,90.16563211,7.17074734,108.57267406,orange
19,5,9,24.03191835,90.3629886,6.96454591,109.64258582,orange
11,7,8,30.44975854,89.23135773,6.74327877,110.8242542,orange
14,9,11,20.63485475,94.81438728,7.27749122,110.92169033,orange
24,10,11,28.45861068,90.46606056,7.37767171,109.29103221,orange
18,12,10,13.770157,86.40633969,7.75227499,110.36512113,orange
20,14,13,20.66972181,88.85895248,6.93199875,112.632412,orange
